selling_price,year,km_driven,fuel_petrol,fuel_diesel,fuel_cng,fuel_lpg,seller_type_indiv,seller_type_dealer,transmission
239000,2016,41000,1,0,0,0,0,1,0
2600000,2017,47162,0,1,0,0,0,0,1
750000,2015,45974,0,1,0,0,0,0,0
229999,2012,49824,1,0,0,0,0,1,0
1300000,2013,58500,0,1,0,0,0,1,1
80000,2005,56580,1,0,0,0,0,1,0
385000,2012,52000,0,1,0,0,0,1,0
760000,2015,55340,1,0,0,0,0,0,0
600000,2017,46507,0,1,0,0,0,0,0
450000,2013,1000,0,1,0,0,0,1,0
3800000,2018,10000,0,1,0,0,0,1,1
1580000,2013,86000,0,1,0,0,0,1,1
4950000,2019,30000,0,1,0,0,0,1,1
535000,2016,52600,0,1,0,0,1,0,0
225000,2012,110000,1,0,0,0,1,0,0
550000,2017,19890,1,0,0,0,0,1,1
670000,2016,7104,1,0,0,0,0,0,0
625000,2015,11918,1,0,0,0,0,0,0
520000,2017,10510,1,0,0,0,0,1,1
239000,2016,41000,1,0,0,0,0,1,0
2600000,2017,47162,0,1,0,0,0,0,1
750000,2015,45974,0,1,0,0,0,0,0
229999,2012,49824,1,0,0,0,0,1,0
1300000,2013,58500,0,1,0,0,0,1,1
80000,2005,56580,1,0,0,0,0,1,0
385000,2012,52000,0,1,0,0,0,1,0
760000,2015,55340,1,0,0,0,0,0,0
600000,2017,46507,0,1,0,0,0,0,0
350000,2013,50000,1,0,0,0,1,0,0
114999,2014,30000,1,0,0,0,1,0,0
380000,2013,50000,1,0,0,0,1,0,0
95000,1995,100000,1,0,0,0,1,0,0
900000,2016,35000,0,1,0,0,1,0,0
200999,2012,90000,1,0,0,0,1,0,0
229999,2014,11451,1,0,0,0,1,0,0
800000,2019,60000,0,1,0,0,1,0,0
150000,2012,172000,0,1,0,0,1,0,0
600000,2018,60000,0,1,0,0,1,0,0
150000,2005,150000,0,1,0,0,1,0,0
150000,2009,66000,0,1,0,0,1,0,0
380000,2019,5000,1,0,0,0,1,0,0
80000,2006,66508,1,0,0,0,1,0,0
225000,2007,55000,1,0,0,0,1,0,0
75000,2012,29900,1,0,0,0,1,0,0
1600000,2017,3000,0,1,0,0,1,0,0
185000,2012,85000,0,1,0,0,1,0,0
425000,2011,50000,0,1,0,0,1,0,0
100000,2010,120000,0,1,0,0,1,0,0
140000,2008,90000,1,0,0,0,1,0,0
710000,2017,8000,1,0,0,0,1,0,1
450000,2015,7900,1,0,0,0,1,0,1
210000,2017,50000,1,0,0,0,1,0,0
270000,2016,25000,1,0,0,0,1,0,0
110000,2009,20000,1,0,0,0,1,0,0
540000,2018,17500,1,0,0,0,1,0,0
145000,2008,25000,1,0,0,0,1,0,0
360000,2013,206500,0,1,0,0,1,0,0
250000,2013,88600,0,0,0,1,1,0,0
110000,2012,80000,0,1,0,0,1,0,0
250000,2008,100000,0,1,0,0,1,0,0
150000,2011,186000,0,1,0,0,1,0,0
140000,2010,60000,1,0,0,0,1,0,0
925000,2019,11000,1,0,0,0,1,0,0
969999,2017,30000,0,1,0,0,1,0,0
90000,2007,80000,0,0,1,0,1,0,0
55000,2001,60000,1,0,0,0,1,0,0
155000,2007,100000,0,1,0,0,1,0,0
900000,2019,15000,0,1,0,0,1,0,0
135000,2011,90000,1,0,0,0,1,0,0
180000,2012,120000,1,0,0,0,1,0,0
495000,2013,100000,0,1,0,0,1,0,0
400000,2009,138000,0,1,0,0,1,0,0
250000,2008,110000,0,1,0,0,1,0,0
138000,2015,120000,1,0,0,0,1,0,0
311000,2011,70000,1,0,0,0,1,0,1
190000,2015,70000,1,0,0,0,1,0,0
311000,2011,140000,0,1,0,0,1,0,0
300000,2009,15000,1,0,0,0,1,0,0
600000,2018,20000,1,0,0,0,1,0,0
550000,2009,100000,0,1,0,0,1,0,0
600000,2015,70000,1,0,0,0,1,0,1
195000,2018,5000,1,0,0,0,1,0,0
58000,2013,27974,1,0,0,0,1,0,0
183000,2018,40000,1,0,0,0,1,0,0
95000,2007,80000,1,0,0,0,1,0,0
250000,2013,38000,1,0,0,0,1,0,0
250000,2013,38000,1,0,0,0,1,0,0
400000,2014,35000,1,0,0,0,1,0,0
409999,2012,60000,0,1,0,0,1,0,0
120000,2004,120000,0,1,0,0,1,0,0
600000,2018,18000,1,0,0,0,1,0,1
600000,2016,10000,1,0,0,0,1,0,0
825000,2015,90000,0,1,0,0,1,0,0
625000,2016,80000,0,1,0,0,1,0,0
700000,2020,1400,0,1,0,0,1,0,0
160000,2011,60000,1,0,0,0,1,0,0
114999,2011,60000,1,0,0,0,1,0,0
150000,2009,53000,1,0,0,0,1,0,0
250000,2010,100000,0,1,0,0,0,1,0
390000,2012,86000,0,1,0,0,0,1,0
650000,2015,100000,0,1,0,0,1,0,0
600000,2016,30000,0,1,0,0,1,0,0
250000,2011,120000,1,0,0,0,1,0,0
229999,2011,60000,0,0,0,1,1,0,0
299000,2016,50000,0,1,0,0,1,0,0
330000,2010,124000,0,1,0,0,1,0,0
180000,2012,100000,1,0,0,0,1,0,0
475000,2017,42000,1,0,0,0,1,0,0
325000,2015,100000,0,1,0,0,1,0,0
639000,2016,28205,1,0,0,0,0,1,0
415000,2017,32670,1,0,0,0,0,1,1
1199000,2016,30093,0,1,0,0,0,1,1
525000,2013,56228,0,0,1,0,0,1,0
425000,2013,59319,1,0,0,0,0,1,0
699000,2016,39503,0,1,0,0,0,1,0
325000,2013,35299,1,0,0,0,0,1,0
275000,2011,51687,1,0,0,0,0,1,0
269000,2011,76259,1,0,0,0,0,1,1
399000,2013,44049,0,1,0,0,0,1,0
475000,2017,45087,0,1,0,0,0,1,0
249000,2011,41125,1,0,0,0,0,1,0
1549000,2014,42215,0,1,0,0,0,1,1
254999,2011,54206,1,0,0,0,0,1,0
269000,2012,52547,1,0,0,0,0,1,0
665000,2014,59110,0,1,0,0,0,1,0
299000,2014,54565,1,0,0,0,0,1,0
265000,2010,47564,1,0,0,0,0,1,0
211000,2010,45143,1,0,0,0,0,1,0
599000,2013,61624,1,0,0,0,0,1,1
55000,2007,195000,0,1,0,0,1,0,0
550000,2014,50000,0,1,0,0,1,0,0
4000000,2018,68000,0,1,0,0,1,0,1
220000,2010,120000,0,1,0,0,1,0,0
500000,2019,20000,1,0,0,0,1,0,0
140000,2010,30000,1,0,0,0,1,0,0
325000,2013,60000,0,1,0,0,1,0,0
210000,2010,90000,1,0,0,0,1,0,0
110000,2008,90000,1,0,0,0,1,0,0
1200000,2019,25000,0,1,0,0,1,0,0
229999,2017,40000,1,0,0,0,1,0,0
225000,2012,110000,1,0,0,0,1,0,0
165000,2006,132000,1,0,0,0,1,0,0
525000,2018,10980,1,0,0,0,0,1,1
325000,2018,20629,1,0,0,0,0,1,0
1500000,2018,50000,0,1,0,0,1,0,0
400000,2015,30000,1,0,0,0,1,0,1
550000,2015,69782,1,0,0,0,0,1,0
98000,2003,54000,1,0,0,0,1,0,0
900000,2013,63654,0,1,0,0,0,1,0
700000,2017,60000,0,1,0,0,1,0,0
890000,2015,52000,0,1,0,0,0,1,0
490000,2015,59385,0,1,0,0,0,1,0
525000,2015,70378,1,0,0,0,0,1,0
330000,2013,55425,1,0,0,0,0,1,0
550000,2013,78413,0,1,0,0,0,1,0
790000,2018,40890,0,1,0,0,0,1,0
350000,2015,34823,1,0,0,0,0,1,0
1700000,2017,75000,0,1,0,0,1,0,1
750000,2017,55545,0,1,0,0,0,1,0
409999,2014,56541,0,1,0,0,0,1,0
220000,2016,43700,1,0,0,0,1,0,0
68000,2009,120000,1,0,0,0,1,0,0
290000,2017,20000,1,0,0,0,1,0,0
600000,2014,27483,0,1,0,0,0,1,0
470000,2019,8000,1,0,0,0,1,0,0
150000,2008,30000,1,0,0,0,1,0,0
180000,2014,56207,1,0,0,0,0,1,0
80000,2006,70000,1,0,0,0,1,0,0
875000,2018,1440,1,0,0,0,1,0,0
300000,2019,50000,1,0,0,0,1,0,0
2800000,2017,20000,0,1,0,0,1,0,1
1330000,2017,91195,0,1,0,0,0,1,0
220000,2011,63657,0,1,0,0,0,1,0
250000,2013,60000,0,1,0,0,1,0,0
919999,2016,75000,0,1,0,0,0,1,0
380000,2013,97248,1,0,0,0,0,1,0
450000,2012,46000,0,1,0,0,1,0,0
770000,2016,10000,1,0,0,0,1,0,1
550000,2018,80000,0,1,0,0,1,0,0
320000,2011,100000,0,1,0,0,1,0,0
400000,2013,35000,1,0,0,0,1,0,0
450000,2017,50000,1,0,0,0,1,0,1
220000,2011,90000,0,1,0,0,1,0,0
400000,2012,150000,0,1,0,0,1,0,0
530000,2013,89000,1,0,0,0,1,0,0
390000,2014,60000,0,1,0,0,1,0,0
185000,2012,100000,0,1,0,0,1,0,0
300000,2012,100000,1,0,0,0,1,0,0
575000,2014,90000,0,1,0,0,1,0,0
300000,2014,75000,1,0,0,0,1,0,0
425000,2017,36000,0,1,0,0,0,1,0
350000,2016,12000,1,0,0,0,1,0,0
550000,2017,12997,0,1,0,0,0,1,0
500000,2017,40000,1,0,0,0,1,0,1
600000,2015,60000,0,1,0,0,1,0,0
300000,2013,25000,0,1,0,0,1,0,0
1150000,2018,26430,0,1,0,0,0,1,0
475000,2015,24600,1,0,0,0,0,1,0
260000,2011,28481,1,0,0,0,0,1,0
350000,2013,100000,1,0,0,0,1,0,0
750000,2013,41988,0,1,0,0,0,1,0
180000,2009,30375,1,0,0,0,0,1,0
350000,2017,7658,1,0,0,0,0,1,1
611000,2017,34400,0,1,0,0,0,1,0
325000,2017,18500,1,0,0,0,0,1,0
225000,2012,48000,1,0,0,0,0,1,0
300000,2014,28942,1,0,0,0,0,1,1
400000,2017,50000,0,1,0,0,1,0,0
711000,2012,53600,0,1,0,0,0,1,0
851000,2015,53652,0,1,0,0,0,1,0
500000,2014,25000,1,0,0,0,1,0,0
250000,2007,80000,0,1,0,0,1,0,0
150000,2017,50000,1,0,0,0,1,0,0
610000,2016,15000,0,1,0,0,1,0,0
450000,2018,5000,1,0,0,0,1,0,0
744000,2017,106000,0,1,0,0,1,0,0
120000,2008,100000,1,0,0,0,1,0,0
220000,2016,60000,1,0,0,0,1,0,0
480000,2012,120000,0,1,0,0,1,0,0
370000,2017,82000,1,0,0,0,1,0,1
55000,2003,35000,0,1,0,0,1,0,0
125000,2013,205000,1,0,0,0,1,0,0
260000,2011,125000,0,1,0,0,1,0,0
350000,2015,130000,0,1,0,0,1,0,0
170000,2012,97000,0,0,1,0,1,0,0
350000,2015,90000,1,0,0,0,1,0,0
250000,2009,60000,1,0,0,0,1,0,0
170000,2013,60000,0,1,0,0,1,0,0
1300000,2018,35000,0,1,0,0,1,0,0
550000,2019,25000,1,0,0,0,1,0,0
400000,2017,15000,1,0,0,0,1,0,0
120000,2011,20000,1,0,0,0,1,0,0
120000,2011,20000,1,0,0,0,1,0,0
275000,2010,70000,1,0,0,0,1,0,0
285000,2016,90000,1,0,0,0,1,0,0
900000,2016,80000,0,1,0,0,1,0,0
2500000,2014,79500,0,1,0,0,1,0,1
620000,2013,70000,0,1,0,0,1,0,0
1700000,2018,5000,0,1,0,0,1,0,0
650000,2018,15000,1,0,0,0,1,0,0
500000,2014,35000,1,0,0,0,1,0,0
250000,2009,120000,0,1,0,0,1,0,0
950000,2018,15000,0,1,0,0,1,0,0
320000,2015,60000,1,0,0,0,1,0,0
450000,2013,120000,0,1,0,0,1,0,0
350000,2016,90000,0,1,0,0,1,0,0
400000,2015,90000,1,0,0,0,1,0,0
200000,2018,10000,1,0,0,0,1,0,0
250000,2009,72000,0,1,0,0,1,0,0
550000,2011,197000,1,0,0,0,1,0,0
85000,1999,70000,1,0,0,0,1,0,0
52000,2001,50000,1,0,0,0,1,0,0
1200000,2017,50000,0,1,0,0,1,0,1
450000,2011,60000,1,0,0,0,1,0,1
615000,2018,40000,1,0,0,0,1,0,0
400000,2012,60000,0,1,0,0,1,0,0
60000,2013,40000,1,0,0,0,1,0,0
500000,2017,9161,1,0,0,0,1,0,0
600000,2015,45000,1,0,0,0,1,0,0
110000,2010,110000,1,0,0,0,1,0,0
175000,2013,80000,1,0,0,0,1,0,0
325000,2011,100000,0,1,0,0,1,0,0
425000,2017,90000,0,1,0,0,1,0,0
160000,2009,70000,0,0,1,0,1,0,0
100000,2007,80000,1,0,0,0,1,0,0
390000,2014,110000,0,1,0,0,1,0,0
400000,2017,50000,1,0,0,0,1,0,0
509999,2018,5000,1,0,0,0,1,0,0
150000,2008,90000,1,0,0,0,1,0,0
110000,2009,120000,1,0,0,0,1,0,0
450000,2013,80000,0,1,0,0,1,0,0
400000,2017,38000,1,0,0,0,1,0,0
140000,2009,120000,1,0,0,0,1,0,0
130000,2011,90000,0,1,0,0,1,0,0
160000,2017,50000,1,0,0,0,1,0,0
150000,2016,60000,1,0,0,0,1,0,0
500000,2013,100000,0,1,0,0,1,0,0
40000,2011,19000,1,0,0,0,1,0,0
140000,2006,200000,0,1,0,0,1,0,0
227000,2015,70000,0,1,0,0,1,0,0
285000,2011,50000,0,1,0,0,1,0,0
155000,2012,19077,1,0,0,0,1,0,0
210000,2016,30000,1,0,0,0,1,0,0
140000,2009,80000,1,0,0,0,1,0,0
940000,2015,128000,0,1,0,0,1,0,0
750000,2013,80000,0,1,0,0,1,0,0
610000,2016,100000,0,1,0,0,1,0,0
450000,2015,50000,0,1,0,0,1,0,0
409999,2012,56000,0,1,0,0,1,0,0
100000,2018,21302,1,0,0,0,1,0,0
300000,2018,10500,1,0,0,0,1,0,0
400000,2013,107000,0,1,0,0,1,0,0
210000,2010,60000,1,0,0,0,1,0,0
90000,2006,120000,1,0,0,0,1,0,0
222000,2010,70000,1,0,0,0,1,0,0
240000,2015,50000,1,0,0,0,1,0,0
450000,2013,70000,0,1,0,0,1,0,0
450000,2013,1000,0,1,0,0,0,1,0
3800000,2018,10000,0,1,0,0,0,1,1
1580000,2013,86000,0,1,0,0,0,1,1
4950000,2019,30000,0,1,0,0,0,1,1
535000,2016,52600,0,1,0,0,1,0,0
225000,2012,110000,1,0,0,0,1,0,0
550000,2017,19890,1,0,0,0,0,1,1
670000,2016,7104,1,0,0,0,0,0,0
625000,2015,11918,1,0,0,0,0,0,0
520000,2017,10510,1,0,0,0,0,1,1
239000,2016,41000,1,0,0,0,0,1,0
2600000,2017,47162,0,1,0,0,0,0,1
750000,2015,45974,0,1,0,0,0,0,0
229999,2012,49824,1,0,0,0,0,1,0
1300000,2013,58500,0,1,0,0,0,1,1
80000,2005,56580,1,0,0,0,0,1,0
385000,2012,52000,0,1,0,0,0,1,0
760000,2015,55340,1,0,0,0,0,0,0
600000,2017,46507,0,1,0,0,0,0,0
450000,2013,1000,0,1,0,0,0,1,0
3800000,2018,10000,0,1,0,0,0,1,1
1580000,2013,86000,0,1,0,0,0,1,1
4950000,2019,30000,0,1,0,0,0,1,1
535000,2016,52600,0,1,0,0,1,0,0
225000,2012,110000,1,0,0,0,1,0,0
550000,2017,19890,1,0,0,0,0,1,1
670000,2016,7104,1,0,0,0,0,0,0
625000,2015,11918,1,0,0,0,0,0,0
520000,2017,10510,1,0,0,0,0,1,1
239000,2016,41000,1,0,0,0,0,1,0
2600000,2017,47162,0,1,0,0,0,0,1
750000,2015,45974,0,1,0,0,0,0,0
229999,2012,49824,1,0,0,0,0,1,0
1300000,2013,58500,0,1,0,0,0,1,1
80000,2005,56580,1,0,0,0,0,1,0
385000,2012,52000,0,1,0,0,0,1,0
760000,2015,55340,1,0,0,0,0,0,0
600000,2017,46507,0,1,0,0,0,0,0
735000,2012,55300,0,1,0,0,0,1,1
285000,2012,74300,0,1,0,0,0,1,0
350000,2010,48781,1,0,0,0,0,1,0
290000,2010,87620,0,1,0,0,0,1,1
890000,2017,40219,0,1,0,0,0,1,1
385000,2011,11473,1,0,0,0,0,1,0
425000,2017,8352,1,0,0,0,0,1,0
525000,2017,9745,1,0,0,0,0,1,1
550000,2017,9748,1,0,0,0,0,1,0
271000,2012,49000,1,0,0,0,0,1,0
1490000,2018,20694,0,1,0,0,0,1,0
490000,2015,31080,1,0,0,0,0,1,0
260000,2014,37605,1,0,0,0,0,1,0
455000,2014,55850,0,1,0,0,0,1,0
75000,2010,58850,1,0,0,0,0,1,0
421000,2015,23839,1,0,0,0,0,1,0
550000,2016,54000,0,1,0,0,0,1,0
330000,2013,38000,1,0,0,0,0,1,1
390000,2012,45454,0,1,0,0,0,1,0
599000,2015,46957,0,1,0,0,0,1,1
110000,2007,60000,1,0,0,0,1,0,0
250000,2016,25000,1,0,0,0,1,0,0
600000,2012,110000,0,1,0,0,1,0,0
280000,2008,190000,0,1,0,0,1,0,0
2700000,2018,25000,0,1,0,0,1,0,1
80000,2008,90000,1,0,0,0,1,0,0
350000,2019,5000,1,0,0,0,1,0,0
475000,2015,60000,0,1,0,0,1,0,0
4700000,2020,1500,0,1,0,0,1,0,1
500000,2018,50000,0,1,0,0,1,0,0
250000,2014,120000,0,1,0,0,1,0,0
100000,2005,120000,0,1,0,0,1,0,0
350000,2019,5000,1,0,0,0,1,0,0
4000000,2014,47000,0,1,0,0,1,0,1
1900000,2017,20000,1,0,0,0,1,0,1
95000,2005,120000,1,0,0,0,1,0,0
409999,2015,58000,0,1,0,0,1,0,0
1050000,2018,35000,0,1,0,0,1,0,0
320000,2017,30000,1,0,0,0,1,0,0
1000000,2019,10000,0,1,0,0,1,0,0
1770000,2017,25000,0,1,0,0,1,0,0
950000,2018,20000,0,1,0,0,1,0,0
750000,2018,50000,0,1,0,0,1,0,0
220000,2014,42000,1,0,0,0,1,0,0
1000000,2017,50000,0,1,0,0,1,0,0
660000,2017,116000,0,1,0,0,1,0,0
716000,2015,100000,0,1,0,0,1,0,0
675000,2015,66000,1,0,0,0,1,0,0
385000,2010,110000,0,1,0,0,1,0,0
325000,2014,70000,0,1,0,0,1,0,0
950000,2015,60000,0,1,0,0,1,0,0
400000,2007,110000,0,1,0,0,1,0,1
250000,2014,25000,0,1,0,0,1,0,0
4000000,2018,68000,1,0,0,0,1,0,1
210000,2014,20000,1,0,0,0,1,0,0
147000,2011,110000,1,0,0,0,1,0,0
725000,2018,26350,0,1,0,0,1,0,0
550000,2012,90000,0,1,0,0,1,0,0
475000,2016,25000,1,0,0,0,1,0,0
250000,2014,50000,1,0,0,0,1,0,0
70000,2006,60000,1,0,0,0,1,0,0
160000,2012,70000,1,0,0,0,1,0,0
1000000,2011,90000,0,1,0,0,1,0,1
68000,2001,70000,1,0,0,0,1,0,0
500000,2017,26500,1,0,0,0,1,0,0
170000,2013,60000,0,1,0,0,1,0,0
1300000,2018,35000,0,1,0,0,1,0,0
1050000,2020,10000,0,1,0,0,1,0,0
300000,2009,15000,1,0,0,0,1,0,0
600000,2016,25000,1,0,0,0,1,0,0
900000,2017,50000,0,1,0,0,1,0,0
550000,2019,25000,1,0,0,0,1,0,0
100000,2007,52000,1,0,0,0,1,0,0
400000,2017,15000,1,0,0,0,1,0,0
120000,2011,20000,1,0,0,0,1,0,0
300000,2013,90000,0,1,0,0,1,0,0
140000,2011,60000,0,1,0,0,1,0,0
640000,2015,23000,1,0,0,0,1,0,0
380000,2018,22155,1,0,0,0,1,0,0
120000,2011,20000,1,0,0,0,1,0,0
650000,2018,70000,1,0,0,0,1,0,0
150000,2009,60000,1,0,0,0,1,0,0
550000,2018,35000,1,0,0,0,1,0,0
650000,2012,71042,0,1,0,0,0,1,0
1025000,2012,167870,0,1,0,0,0,1,0
195000,2011,133564,0,1,0,0,0,1,0
3800000,2018,10000,0,1,0,0,0,1,1
1490000,2013,40000,0,1,0,0,0,1,1
4950000,2019,30000,0,1,0,0,0,1,1
1140000,2018,23038,1,0,0,0,0,0,1
95000,2011,70000,0,1,0,0,1,0,0
3050000,2017,30000,0,1,0,0,1,0,1
550000,2017,19890,1,0,0,0,0,1,1
625000,2015,11918,1,0,0,0,0,0,0
520000,2017,10510,1,0,0,0,0,1,1
239000,2016,41000,1,0,0,0,0,1,0
2600000,2017,47162,0,1,0,0,0,0,1
229999,2012,49824,1,0,0,0,0,1,0
1300000,2013,58500,0,1,0,0,0,1,1
585000,2017,43608,1,0,0,0,0,0,0
825000,2018,11212,1,0,0,0,0,0,1
280000,2013,52000,0,1,0,0,0,1,0
725000,2016,49217,1,0,0,0,0,0,0
300000,2015,90000,0,1,0,0,1,0,0
375000,2015,70000,1,0,0,0,1,0,0
310000,2003,90000,1,0,0,0,1,0,0
375000,2011,190000,0,1,0,0,1,0,0
1950000,2016,106000,0,1,0,0,1,0,1
400000,2012,80000,0,1,0,0,1,0,0
550000,2014,80000,0,1,0,0,1,0,0
270000,2018,20000,1,0,0,0,1,0,0
555000,2012,110000,0,1,0,0,1,0,0
500000,2013,60000,0,1,0,0,1,0,0
400000,2010,130000,0,1,0,0,1,0,1
280000,2017,28838,1,0,0,0,1,0,0
80000,2008,200000,1,0,0,0,1,0,0
55000,2006,100000,0,1,0,0,1,0,0
250000,2014,50000,1,0,0,0,1,0,0
250000,2010,190000,0,1,0,0,1,0,0
95000,2007,100000,0,1,0,0,1,0,0
725000,2014,135000,0,1,0,0,1,0,0
320000,2015,50000,0,1,0,0,1,0,0
1200000,2014,135000,0,1,0,0,1,0,1
160000,2012,50000,0,1,0,0,1,0,0
790000,2018,19571,0,1,0,0,0,1,0
1200000,2018,29600,1,0,0,0,0,1,0
175000,2011,70000,1,0,0,0,1,0,0
950000,2018,15000,0,1,0,0,1,0,1
340000,2019,50000,1,0,0,0,1,0,0
825000,2017,13500,0,1,0,0,1,0,0
3100000,2018,22000,1,0,0,0,1,0,1
780000,2018,25000,0,1,0,0,0,1,0
350000,2010,80000,1,0,0,0,1,0,1
690000,2018,39000,1,0,0,0,0,1,0
245000,2016,60000,1,0,0,0,1,0,0
790000,2018,49000,0,1,0,0,0,1,0
680000,2018,48600,1,0,0,0,0,1,0
540000,2017,20000,1,0,0,0,1,0,0
425000,2016,25000,1,0,0,0,1,0,0
140000,2008,120000,1,0,0,0,1,0,0
1100000,2019,30000,0,1,0,0,1,0,0
715000,2015,35000,0,1,0,0,1,0,0
1580000,2013,86000,0,1,0,0,0,1,1
1750000,2015,127643,0,1,0,0,0,1,1
400000,2018,54000,1,0,0,0,0,1,0
1750000,2014,102354,0,1,0,0,0,1,1
1850000,2014,62237,1,0,0,0,0,1,1
114999,2005,90000,1,0,0,0,0,1,0
950000,2018,21394,0,1,0,0,0,1,0
310000,2015,32686,1,0,0,0,0,1,0
575000,2006,1001,0,1,0,0,0,1,0
490000,2017,22000,0,1,0,0,0,1,0
480000,2017,53261,1,0,0,0,0,1,0
3500000,2016,53000,0,1,0,0,0,1,1
370000,2018,10000,1,0,0,0,0,1,0
835000,2017,14000,0,1,0,0,0,1,0
650000,2017,44000,1,0,0,0,0,1,0
670000,2014,39895,0,1,0,0,0,1,0
950000,2017,73000,0,1,0,0,0,1,1
690000,2014,17000,1,0,0,0,0,1,0
670000,2017,18591,1,0,0,0,0,1,0
925000,2017,26766,0,1,0,0,0,1,0
250000,2015,30000,1,0,0,0,1,0,0
509999,2016,42000,0,1,0,0,1,0,0
520000,2014,110000,0,1,0,0,1,0,0
100000,2005,100000,0,1,0,0,1,0,0
85000,2006,300000,0,1,0,0,1,0,0
130000,2009,110000,0,1,0,0,1,0,0
950000,2018,27620,0,1,0,0,0,1,0
450000,2015,70000,1,0,0,0,1,0,0
320000,2012,50000,1,0,0,0,1,0,0
480000,2015,50000,0,1,0,0,1,0,0
2490000,2014,46000,0,1,0,0,1,0,1
790000,2012,82000,0,1,0,0,1,0,0
120000,2016,120000,1,0,0,0,1,0,0
75000,2006,80000,1,0,0,0,1,0,0
99000,2010,70000,1,0,0,0,1,0,0
1015000,2018,20000,0,1,0,0,1,0,0
250000,2013,200000,0,1,0,0,1,0,0
520000,2011,120000,0,1,0,0,1,0,0
1100000,2018,30000,0,1,0,0,1,0,1
200000,2005,223000,0,1,0,0,1,0,0
525000,2016,60000,0,1,0,0,1,0,0
500000,2016,40000,1,0,0,0,1,0,0
675000,2016,161327,0,1,0,0,1,0,0
150000,2009,60000,1,0,0,0,1,0,0
250000,2007,50000,0,1,0,0,1,0,0
450000,2018,6000,1,0,0,0,1,0,0
150000,2009,68000,1,0,0,0,1,0,0
200000,2012,85000,0,1,0,0,1,0,0
525000,2011,70000,0,1,0,0,1,0,1
60000,1999,35000,1,0,0,0,1,0,0
180000,2010,100000,0,1,0,0,1,0,0
475000,2015,110000,0,1,0,0,1,0,0
380000,2010,195000,0,1,0,0,1,0,1
285000,2015,46000,1,0,0,0,1,0,0
91200,2008,60000,1,0,0,0,1,0,0
250000,2017,46000,1,0,0,0,1,0,0
400000,2015,42000,0,1,0,0,1,0,0
160000,2006,90000,1,0,0,0,1,0,1
650000,2012,85000,0,1,0,0,1,0,0
409999,2012,120000,0,1,0,0,1,0,0
425000,2013,72000,0,1,0,0,1,0,0
250000,2013,71000,0,0,1,0,1,0,0
200000,2009,110000,1,0,0,0,1,0,0
250000,2013,71000,0,0,1,0,1,0,0
130000,2010,144000,0,1,0,0,1,0,0
260000,2017,30000,1,0,0,0,0,1,0
155000,2007,65000,1,0,0,0,0,1,0
450000,2015,38000,0,1,0,0,1,0,0
220000,2012,90000,1,0,0,0,1,0,0
650000,2018,37000,0,1,0,0,0,1,0
285000,2018,30000,1,0,0,0,0,1,0
725000,2018,26000,1,0,0,0,0,1,1
625000,2016,30000,1,0,0,0,0,1,0
550000,2016,23000,1,0,0,0,0,1,0
240000,2012,40000,1,0,0,0,0,1,0
600000,2014,27000,0,1,0,0,0,1,0
350000,2012,65000,0,1,0,0,0,1,0
245000,2015,32000,1,0,0,0,0,1,0
600000,2016,56000,0,1,0,0,0,1,0
2400000,2017,30000,0,1,0,0,1,0,1
620000,2014,80000,0,1,0,0,0,1,0
395000,2014,52000,1,0,0,0,0,1,0
635000,2014,13250,1,0,0,0,0,1,0
180000,2011,36000,1,0,0,0,0,1,0
484999,2015,73000,0,1,0,0,0,1,0
110000,2004,60000,1,0,0,0,1,0,0
150000,2006,60000,1,0,0,0,1,0,0
400000,2012,110000,0,1,0,0,1,0,0
200000,2012,70000,0,1,0,0,1,0,0
302000,2013,60000,0,1,0,0,1,0,0
215000,2011,90000,0,1,0,0,1,0,0
155000,2004,80000,1,0,0,0,1,0,0
1000000,2014,101000,0,1,0,0,1,0,0
550000,2018,44000,0,1,0,0,1,0,0
200000,2006,45000,1,0,0,0,1,0,0
750000,2017,120000,0,1,0,0,1,0,0
90000,2005,90000,1,0,0,0,1,0,0
80000,2007,120000,1,0,0,0,1,0,0
229999,2013,13500,1,0,0,0,1,0,0
350000,2017,10000,1,0,0,0,1,0,0
325000,2015,25000,1,0,0,0,1,0,0
450000,2018,8500,1,0,0,0,1,0,0
250000,2012,120000,0,1,0,0,1,0,0
225000,2012,120000,0,1,0,0,1,0,0
150000,2009,90246,1,0,0,0,1,0,0
110000,2008,90000,1,0,0,0,1,0,0
150000,2010,40000,1,0,0,0,1,0,0
165000,2000,60000,1,0,0,0,1,0,0
610000,2017,32000,0,1,0,0,1,0,0
170000,2013,60400,0,1,0,0,1,0,0
150000,2008,70950,0,1,0,0,1,0,0
300000,2013,90000,0,1,0,0,1,0,0
375000,2015,72000,0,1,0,0,1,0,0
390000,2013,90000,0,1,0,0,1,0,0
600000,2017,10000,1,0,0,0,1,0,0
204999,2014,25000,1,0,0,0,1,0,0
270000,2009,80000,0,1,0,0,1,0,0
375000,2017,10000,1,0,0,0,1,0,0
700000,2020,1100,1,0,0,0,1,0,0
455000,2017,40000,1,0,0,0,1,0,0
375000,2017,10000,1,0,0,0,1,0,0
341000,2014,31491,1,0,0,0,1,0,0
200000,2014,107143,0,1,0,0,1,0,0
450000,2017,15000,1,0,0,0,1,0,1
170000,2012,50000,1,0,0,0,1,0,0
